구,동내,단지명,동,계약년월,계약일,거래금액(만원),등기일자
제주시,화북이동,제주삼화엘에이치2단지,210,202410,24,59500,24.12.20
제주시,도련일동,제주삼화사랑으로부영7차,706동,202410,24,61000,24.12.20
제주시,외도일동,대원상록수11차아파트,-,202410,24,37200,24.12.26
제주시,노형동,재영샤르빌,-,202410,24,13500,25.01.02
제주시,노형동,삼환3차,-,202410,23,19500,24.11.04
제주시,외도일동,외도부영1차,103,202410,23,15800,24.12.31
제주시,외도일동,부영(2차),부영아파트 204,202410,23,45000,24.11.22
제주시,애월읍,하귀코아루오션뷰,103동,202410,23,38880,24.10.31
제주시,외도일동,아모르102,-,202410,23,12000,24.10.24
제주시,도남동,수선화(69-1)2차,201,202410,23,13900,25.01.17
제주시,일도이동,평화(2차),-,202410,23,21000,24.12.11
제주시,연동,연동세기2차,-,202410,23,12500,24.11.07
제주시,조천읍,천마에버하임오션,-,202410,23,28500,24.12.20
제주시,이도일동,화이트하우스,-,202410,23,9400,24.10.31
제주시,삼양이동,삼양더힐링빌,-,202410,23,11200,24.11.06
제주시,외도일동,외도부영1차,109,202410,23,20800,24.12.16
제주시,노형동,노형이-편한세상,101동,202410,22,97000,24.12.02
제주시,외도일동,허브라벤다,-,202410,22,26900,24.12.26
제주시,노형동,노형뜨란채,205,202410,22,57800,24.11.20
제주시,외도일동,부영(2차),부영아파트 207,202410,22,41100,25.01.02
제주시,화북일동,덕진9차,-,202410,22,25000,24.12.10
제주시,노형동,중흥에스클래스(미리내마을),106,202410,22,80000,25.02.04
제주시,연동,청목더웰연동,-,202410,22,10000,24.10.22
제주시,화북일동,화북주공4단지,417,202410,22,28000,25.02.21
제주시,일도이동,백강수피아2차,-,202410,21,30500,24.12.17
제주시,삼도이동,삼도쉐르빌1차,-,202410,21,27000,24.11.29
제주시,노형동,부영2차,205,202410,21,31800,25.01.07
제주시,일도이동,일도더팰리스,-,202410,21,33061,24.11.13
제주시,화북이동,벨루스타운Ⅲ,-,202410,21,31500,24.12.27
제주시,도련일동,세경캐슬2,-,202410,20,34200,-
제주시,노형동,대림,-,202410,20,41000,-
제주시,노형동,대림,101,202410,20,41000,24.12.10
제주시,연동,대림이편한세상2차,201,202410,20,100000,24.11.06
제주시,노형동,부영1차,103,202410,20,67000,25.03.31
제주시,도련일동,세경캐슬2,-,202410,20,34200,24.11.20
제주시,연동,갤럭시타운,-,202410,19,14600,24.11.22
제주시,노형동,부영2차,201,202410,19,34300,24.12.13
제주시,외도일동,외도부영1차,104,202410,19,27400,24.12.13
제주시,노형동,노형2차아이파크,202,202410,19,123000,24.12.20
제주시,용담이동,헤르지아,-,202410,18,34000,24.10.18
제주시,일도이동,평화(2차),-,202410,18,22000,24.12.12
제주시,연동,해월루,-,202410,18,6500,24.10.21
제주시,애월읍,제주하귀휴먼시아1단지,106,202410,18,45000,24.12.11
제주시,외도일동,외도에이스아크로빌2차,-,202410,18,32700,-
제주시,외도일동,외도에이스아크로빌2차,-,202410,18,32700,24.10.30
제주시,일도이동,일도더팰리스,-,202410,18,34800,24.10.30
제주시,노형동,한화,101,202410,18,95000,25.01.31
제주시,이도이동,엘루체,-,202410,17,11000,24.10.24
제주시,외도일동,부영(2차),-,202410,17,41500,-
제주시,도련일동,도련영도갤럭시타운,-,202410,17,35000,-
제주시,외도일동,부영(2차),-,202410,17,41500,-
제주시,화북이동,제주삼화사랑으로부영2차,-,202410,17,54000,-
제주시,화북이동,제주삼화사랑으로부영2차,205,202410,17,54000,24.12.17
제주시,도련이동,제주삼화사랑으로부영1차,108,202410,17,53700,24.12.09
제주시,이호이동,해밀타운,-,202410,16,32000,-
제주시,일도이동,일도위더스빌23차,-,202410,16,43500,24.10.30
제주시,월평동,제주첨단꿈에그린2단지아파트,205동,202410,16,49800,25.01.20
제주시,도두일동,블루파크시티,-,202410,16,15200,24.10.17
제주시,노형동,노형뜨란채,216,202410,16,59900,25.02.28
제주시,화북이동,제주삼화엘에이치2단지,209,202410,16,61000,24.12.20
제주시,연동,연동한일씨티파크,-,202410,15,38500,25.01.10
제주시,노형동,덕진웰리브,-,202410,15,36000,24.11.07
제주시,연동,연동한일씨티파크,-,202410,15,38500,25.01.10
제주시,이도이동,영도갤럭시타운,-,202410,15,12400,24.10.22
제주시,외도일동,외도부영1차,103,202410,15,14000,24.10.24
제주시,도남동,도남1차e-편한세상,도남1차e-편한세상 106,202410,14,58000,24.12.06
제주시,월평동,제주첨단꿈에그린2단지아파트,212동,202410,14,54000,24.11.28
제주시,연동,벽강하이본타워,-,202410,14,9000,24.11.18
제주시,건입동,미듬하나로,-,202410,14,27500,24.12.19
제주시,용담삼동,용두암현대1,103,202410,14,25000,24.11.05
제주시,연동,엘리시아뷰,-,202410,14,9800,24.11.07
제주시,월평동,제주첨단꿈에그린2단지아파트,-,202410,14,54000,-
제주시,연동,삼무파크빌,-,202410,13,28800,24.11.26
제주시,이호이동,이호휴캐슬,-,202410,13,24000,24.11.04
제주시,노형동,부영1차,101,202410,13,70500,24.12.12
제주시,화북이동,제주삼화엘에이치2단지,208,202410,12,59500,24.11.29
제주시,외도일동,부영(2차),부영아파트 202,202410,12,41000,24.12.03
제주시,노형동,노형뜨란채,204,202410,12,59300,24.12.27
제주시,일도이동,일도삼주,103,202410,12,27600,24.11.19
제주시,노형동,부영2차,206,202410,12,33000,24.12.31
제주시,연동,가완에어텔,-,202410,12,7300,24.10.17
제주시,도련일동,제주삼화사랑으로부영8차,809동,202410,12,58700,25.01.20
제주시,외도일동,외도부영1차,103,202410,11,20900,25.01.10
제주시,애월읍,제주하귀휴먼시아2단지,201,202410,11,42200,24.12.09
제주시,노형동,부영3차,302,202410,11,64000,24.12.19
제주시,노형동,노형뜨란채,216,202410,11,59500,24.12.20
제주시,월평동,제주첨단꿈에그린3단지아파트,314동,202410,11,53000,24.11.05
제주시,애월읍,제주하귀휴먼시아2단지,-,202410,11,42200,-
제주시,삼양이동,제주삼화사랑으로부영5차,512,202410,11,52900,24.11.08
제주시,도련이동,제주삼화사랑으로부영1차,106,202410,11,47400,24.11.27
제주시,한림읍,회성푸르니5차,A동,202410,10,27000,24.10.10
제주시,한림읍,한림대호(대호베리골),나,202410,10,11200,24.10.10
제주시,삼양이동,한양,-,202410,10,20000,24.11.08
제주시,연동,타워프로빌,-,202410,9,51000,25.01.31
제주시,일도이동,일도더팰리스,-,202410,9,41000,24.10.30
제주시,오라이동,화인퍼스트빌3차,-,202410,8,35500,24.11.29
제주시,용담일동,다올해피죤,-,202410,8,30000,24.12.09
제주시,건입동,아산프라자,-,202410,8,23500,25.01.31
제주시,외도일동,외도부영1차,104,202410,8,24100,24.12.19
제주시,연동,현암노블레스빌1차,-,202410,8,21200,24.11.28
제주시,연동,연동대일,가,202410,8,27000,24.10.18
제주시,노형동,공간에버빌,-,202410,7,37500,24.11.15
제주시,이도이동,이도한일베라체,103,202410,7,60500,25.02.14
제주시,애월읍,제주하귀휴먼시아1단지,101,202410,7,41500,24.11.20
제주시,애월읍,제주하귀휴먼시아1단지,108,202410,7,43500,24.11.13
제주시,조천읍,태흥빌라,-,202410,7,12200,24.11.13
제주시,연동,도령해든빌,-,202410,7,6900,24.10.07
제주시,아라일동,아라원신,102,202410,6,35500,25.01.17
제주시,연동,한라하이츠빌라,-,202410,6,24750,24.11.18
제주시,이호이동,성지휴캐슬,-,202410,6,32000,24.12.10
제주시,월평동,제주첨단꿈에그린2단지아파트,208동,202410,6,49800,24.11.27
제주시,연동,펠리체,-,202410,4,50000,24.11.22
제주시,도남동,도남해모로리치힐아파트,108동,202410,4,68500,24.11.20
제주시,노형동,부영2차,204,202410,4,34500,24.10.30
제주시,노형동,현대아이파크,102,202410,4,70000,24.10.15
제주시,노형동,노형이-편한세상,103동,202410,4,116500,25.02.07
제주시,노형동,부영2차,206,202410,4,33000,24.10.28
제주시,노형동,현대아이파크,104,202410,3,74000,25.01.02
제주시,외도일동,외도부영1차,109,202410,3,21700,24.12.05
제주시,월평동,제주첨단꿈에그린2단지아파트,210동,202410,3,49750,25.01.13
제주시,일도이동,전원아트빌(2차),-,202410,3,19000,25.02.06
제주시,화북이동,제주삼화사랑으로부영2차,202,202410,3,56500,24.12.10
제주시,이도일동,장원스카이팰리스,-,202410,3,47200,24.10.24
제주시,삼도이동,대명참이슬,-,202410,3,21900,24.12.10
제주시,이도이동,주공3,307,202410,2,40000,24.11.04
제주시,연동,준영푸른빌,-,202410,2,32000,24.10.02
제주시,외도일동,외도타워,-,202410,2,30000,24.10.22
제주시,이도이동,이도한일베라체,109,202410,2,89000,24.10.24
제주시,노형동,현대아이파크,101,202410,2,61500,24.10.14
제주시,일도이동,이담세띠앙,-,202410,2,17500,24.10.04
제주시,연동,디지털한빛,디지털한빛아파트 102,202410,1,49000,24.10.18
제주시,연동,그린,-,202410,1,21900,24.12.06
제주시,외도일동,외도부영1차,105,202410,1,27000,24.10.31
제주시,도련일동,제주삼화사랑으로부영8차,809동,202410,1,59000,25.02.06
제주시,연동,연동태홍누리안3차,-,202409,30,34300,-
제주시,연동,연동태홍누리안3차,-,202409,30,34300,24.10.25
제주시,연동,시스빌,-,202409,30,10400,24.10.18
제주시,일도이동,일도우성1,101,202409,30,40000,24.10.14
제주시,건입동,현대,107,202409,30,25800,24.12.03
제주시,노형동,노형이-편한세상,107동,202409,30,87000,24.10.29
제주시,아라일동,아라아이파크,107,202409,30,84800,25.02.10
제주시,조천읍,함덕천마에코피아,-,202409,30,20000,24.10.31
제주시,삼양이동,제주삼화사랑으로부영5차,502,202409,29,45000,24.12.02
제주시,화북일동,"화북주공2,3단지",화북2아파트205,202409,29,26900,24.11.20
제주시,화북일동,남양,-,202409,29,15000,25.01.10
제주시,용담이동,영보맨션,가,202409,28,12500,24.12.04
제주시,도남동,도남1차e-편한세상,도남1차e-편한세상 106,202409,28,60800,24.11.29
제주시,외도일동,외도부영1차,107,202409,28,27400,24.11.08
제주시,월평동,제주첨단꿈에그린3단지아파트,313동,202409,28,53000,24.11.11
제주시,외도일동,하늘숲,1,202409,28,26500,24.12.30
제주시,외도일동,챠밍2차,-,202409,28,26800,24.10.25
제주시,연동,연동아이진빌,-,202409,28,12300,24.10.08
제주시,용담삼동,용두암현대1,105,202409,28,30000,24.11.29
제주시,일도이동,일도더팰리스,-,202409,27,30770,24.10.08
제주시,삼도일동,삼성뜨래별,-,202409,27,38500,24.12.05
제주시,이도이동,은하,-,202409,26,20700,24.11.20
제주시,삼도이동,수미안아파트,-,202409,26,35000,24.11.01
제주시,일도이동,일도더팰리스,-,202409,26,28021,24.10.16
제주시,연동,벽강하이본타워,-,202409,26,9950,24.09.30
제주시,용담이동,헤르지아,-,202409,26,31900,24.09.27
제주시,일도이동,일도더팰리스,-,202409,26,37110,24.10.16
제주시,화북일동,정우빌리지,-,202409,26,26000,25.01.20
제주시,일도이동,일도더팰리스,-,202409,26,33000,24.11.14
제주시,일도이동,전원아트빌(2차),-,202409,26,21800,24.10.22
제주시,일도이동,일도더팰리스,-,202409,26,29300,24.10.25
제주시,화북이동,벨루스타운Ⅲ,-,202409,25,29900,24.12.24
제주시,일도이동,일도더팰리스,-,202409,25,33663,24.10.04
제주시,노형동,유나이티드,-,202409,25,22000,24.09.26
제주시,연동,벽강하이본타워,-,202409,25,9500,24.10.10
제주시,화북일동,화북주공4단지,415,202409,25,24000,25.01.10
제주시,일도이동,일도삼주,103,202409,25,33500,24.09.27
제주시,노형동,재형파크빌,-,202409,25,27500,24.09.26
제주시,도련이동,제주삼화사랑으로부영1차,101,202409,25,47700,24.10.16
제주시,월평동,제주첨단꿈에그린3단지아파트,315동,202409,25,50000,24.10.21
제주시,아라일동,아라원신,102,202409,25,34000,24.09.26
제주시,이도이동,영도갤럭시타운,-,202409,25,11900,24.10.10
제주시,화북일동,화북주공1단지,화북1아파트 111동,202409,24,43500,24.11.29
제주시,노형동,노형수선화,노형수선화아파트나동,202409,24,17000,24.11.15
제주시,화북일동,화북주공1단지,-,202409,24,43500,-
제주시,연동,연동리젠시빌,-,202409,24,25300,24.10.11
제주시,도남동,도남1차e-편한세상,-,202409,24,67000,-
제주시,일도이동,일도더팰리스,-,202409,23,30670,24.10.11
제주시,삼도이동,JNC패밀리3차,-,202409,23,31500,24.10.21
제주시,일도이동,일도더팰리스,-,202409,23,29318,24.10.18
제주시,일도이동,일도더팰리스,-,202409,23,30530,24.10.16
제주시,일도이동,일도더팰리스,-,202409,23,30730,24.10.16
제주시,일도이동,일도더팰리스,-,202409,23,29100,24.10.21
제주시,일도이동,일도더팰리스,-,202409,23,28899,24.09.30
제주시,도남동,도남1차e-편한세상,도남1차e-편한세상 104,202409,23,67000,24.10.25
제주시,노형동,세원멤버스노형2차,-,202409,23,29700,24.10.22
제주시,삼양이동,제주삼화사랑으로부영5차,-,202409,23,45200,-
제주시,삼양이동,제주삼화사랑으로부영5차,-,202409,23,45200,-
제주시,도련이동,제주삼화사랑으로부영1차,106,202409,23,47800,24.10.29
제주시,삼양이동,제주삼화사랑으로부영5차,505,202409,23,45200,24.11.07
제주시,연동,가나타운,-,202409,23,5400,24.09.26
제주시,월평동,제주첨단꿈에그린2단지아파트,214동,202409,23,49800,24.10.08
제주시,삼도이동,아이린5차,-,202409,22,41500,24.10.21
제주시,노형동,노형해든빌(920-13),-,202409,21,43000,24.12.02
제주시,노형동,부영5차,505,202409,21,65000,24.12.10
제주시,노형동,대왕,-,202409,21,16500,24.11.07
제주시,도련일동,제주삼화사랑으로부영8차,804동,202409,21,57200,25.01.15
제주시,조천읍,쉬젠비아채,다동,202409,21,26500,24.10.28
제주시,화북일동,"화북주공2,3단지",화북2아파트208,202409,21,31000,24.10.21
제주시,이도이동,이도한일베라체,103,202409,20,75000,24.11.08
제주시,삼양이동,제주삼화사랑으로부영5차,506,202409,20,42000,24.10.31
제주시,이도일동,신세계에덴,-,202409,20,20300,-
제주시,이도일동,극동오벨리스크3차,-,202409,20,46200,24.12.19
제주시,애월읍,제주하귀휴먼시아1단지,103,202409,20,43500,24.10.14
제주시,외도일동,더그라벨,-,202409,19,34000,24.11.20
제주시,조천읍,광명샤인빌,107,202409,19,26800,24.10.18
제주시,월평동,제주첨단꿈에그린2단지아파트,209동,202409,19,59000,24.11.28
제주시,일도이동,삼부장미주상,-,202409,19,11300,24.09.20
제주시,일도이동,일도더팰리스,-,202409,19,37013,24.11.14
제주시,봉개동,봉개갤럭시타운1차,-,202409,19,24000,24.10.10
제주시,애월읍,제주하귀휴먼시아1단지,102,202409,19,40000,24.10.10
제주시,연동,대림이편한세상1차,105,202409,18,75000,24.10.10
제주시,이도이동,주공1,102,202409,18,58000,25.01.20
제주시,조천읍,광명샤인빌,101,202409,17,23300,24.10.14
제주시,노형동,노형영진1차,-,202409,15,19800,-
제주시,노형동,노형영진1차,-,202409,15,19800,24.11.06
제주시,일도이동,대유대림아파트,-,202409,15,52700,-
제주시,외도일동,외도타워,-,202409,14,32800,24.11.01
제주시,외도일동,외도타워,-,202409,14,32800,-
제주시,외도일동,외도부영1차,-,202409,14,26800,-
제주시,도련이동,제주삼화사랑으로부영1차,102,202409,14,52500,24.11.29
제주시,삼양이동,삼부비치,-,202409,14,20000,24.11.05
제주시,노형동,송우수자인,-,202409,14,40000,24.12.13
제주시,외도일동,외도부영1차,104,202409,14,26800,24.10.08
제주시,이도일동,태성하이츠빌라,-,202409,13,13500,24.10.14
제주시,도남동,수선화(70)1차,수선화아파트 가,202409,13,18000,24.09.13
제주시,외도일동,블루캐슬,-,202409,13,28000,24.10.18
제주시,용담일동,보성,-,202409,13,15000,24.10.31
제주시,화북이동,화북세원멤버스,-,202409,13,42600,24.11.18
제주시,도련이동,제주삼화사랑으로부영1차,105,202409,13,51200,24.12.04
제주시,외도일동,대원상록수7차,-,202409,13,25700,24.10.31
제주시,노형동,노형이-편한세상,-,202409,13,92000,-
제주시,도남동,수선화(69-1)2차,201,202409,12,10000,24.10.14
제주시,용담삼동,용두암현대1,101,202409,12,22400,24.10.21
제주시,이도이동,명주2차,-,202409,12,10000,24.09.12
제주시,연동,타워프로빌,-,202409,12,49000,24.10.30
제주시,한림읍,제주한림코아루,102동,202409,12,29500,24.12.27
제주시,조천읍,일이삼타운,-,202409,12,21000,24.10.31
제주시,이도이동,화이트스톤빌,-,202409,12,5400,24.09.12
제주시,봉개동,봉개갤럭시타운2차,-,202409,12,23200,-
제주시,노형동,세기3차,-,202409,12,9000,24.09.23
제주시,연동,라이오니파크1차,-,202409,11,21900,-
제주시,노형동,부영3차,305,202409,11,68000,24.11.29
제주시,연동,갤럭시타운,-,202409,11,14600,24.09.27
제주시,연동,엘리시아뷰,-,202409,11,9400,24.12.05
제주시,삼도일동,만진리치빌,-,202409,11,25000,24.09.11
제주시,외도일동,외도부영1차,108,202409,11,22000,24.12.18
제주시,노형동,해오름,102,202409,11,57000,24.11.29
제주시,도련일동,제주삼화사랑으로부영8차,807동,202409,11,61500,25.02.24
제주시,애월읍,서진비치빌리지,-,202409,10,13000,24.10.11
제주시,연동,타워프로빌,-,202409,10,49000,-
제주시,일도이동,일도더팰리스,-,202409,10,37505,24.10.17
제주시,일도이동,일도더팰리스,-,202409,10,29220,24.10.17
제주시,일도이동,일도더팰리스,-,202409,10,38510,-
제주시,삼도이동,수미안아파트,-,202409,9,35000,24.10.04
제주시,일도이동,일도2차대림,204,202409,9,37000,24.10.31
제주시,연동,대림이편한세상1차,103,202409,8,51000,24.10.04
제주시,외도일동,외도부영1차,104,202409,8,17300,24.09.09
제주시,연동,해월루,-,202409,7,7800,24.09.27
제주시,애월읍,혁승애월다움,-,202409,7,24000,24.10.11
제주시,외도일동,부영(2차),부영아파트 204,202409,7,43000,24.11.29
제주시,외도일동,외도부영1차,102,202409,6,16125,24.09.26
제주시,삼양일동,라오체블랙비치,-,202409,6,31400,24.10.14
제주시,도련이동,제주삼화사랑으로부영1차,108,202409,6,53500,24.09.25
제주시,구좌읍,세화비치타운,-,202409,6,9500,24.10.02
제주시,노형동,노형2차아이파크,201,202409,6,80000,24.11.01
제주시,연동,라이오니파크1차,-,202409,6,20700,24.12.06
제주시,삼도이동,수미안아파트,-,202409,6,34500,24.10.04
제주시,연동,남해오네뜨,-,202409,6,16000,24.09.26
제주시,삼양이동,한라하이츠빌(2차),-,202409,5,26300,24.09.30
제주시,연동,신동부삼무3차,-,202409,5,14700,-
제주시,구좌읍,김녕센트럴시티에덴,102동,202409,5,20000,24.11.04
제주시,외도일동,더펠리스1차,-,202409,4,34500,24.09.30
제주시,도련이동,제일일출,제일일출아파트,202409,4,22000,24.11.14
제주시,도련이동,제일일출,-,202409,4,22000,-
제주시,용담이동,헤르지아,-,202409,4,32000,24.09.10
제주시,삼양이동,제주삼화사랑으로부영5차,512,202409,3,52500,24.10.04
제주시,연동,제주베스트빌라,-,202409,3,42500,24.11.25
제주시,오라이동,벽강하이본타워(5차),102동,202409,3,28800,24.12.10
제주시,일도이동,일도우성2,201,202409,3,33000,24.09.27
제주시,삼양이동,제주삼화사랑으로부영3차,301,202409,3,53000,24.09.10
제주시,연동,청목더웰연동,-,202409,3,8900,24.09.04
제주시,이도이동,극동오벨리스크,-,202409,2,22500,24.09.03
제주시,삼도이동,JNC패밀리3차,-,202409,2,30500,24.09.04
제주시,삼도일동,아델리안,-,202409,1,26500,24.11.08
제주시,외도일동,외도휴안1차,-,202409,1,34000,24.10.15
제주시,연동,라이오니파크1차,-,202408,30,26000,24.08.30
제주시,일도이동,백강수피아2차,-,202408,30,29000,24.09.19
제주시,이도일동,다솜,-,202408,30,26000,24.10.08
제주시,노형동,노형이-편한세상,104동,202408,29,88500,24.11.22
제주시,삼도일동,삼성뜨래별,-,202408,29,34000,24.09.26
제주시,노형동,유나이티드,-,202408,29,16750,24.11.22
제주시,애월읍,제주하귀휴먼시아2단지,201,202408,29,45200,25.04.30
제주시,연동,동서연동타워,-,202408,29,26700,24.09.11
제주시,삼도이동,미듬아뜨리에,미듬아뜨리에 104,202408,28,33800,24.10.14
제주시,도련이동,제주삼화사랑으로부영1차,103,202408,28,47000,24.09.30
제주시,노형동,해오름,102,202408,28,49800,24.12.02
제주시,도련일동,제주삼화사랑으로부영6차,606,202408,28,51000,24.11.08
제주시,외도일동,외도부영1차,101,202408,28,21400,24.11.06
제주시,노형동,현대아이파크,101,202408,28,61000,24.10.15
제주시,노형동,유나이티드,-,202408,27,18500,24.10.31
제주시,오라이동,회성푸르니3차,-,202408,27,38200,24.10.31
제주시,오라이동,벽강하이본타워(5차),102동,202408,27,27800,24.10.31
제주시,노형동,중흥에스클래스(미리내마을),105,202408,27,84000,25.01.10
제주시,외도일동,아모르102,-,202408,26,15500,24.09.10
제주시,외도일동,아모르102,-,202408,26,15800,24.09.05
제주시,조천읍,로잔팰리스,-,202408,26,26000,24.09.02
제주시,이도이동,주공3,305,202408,26,34000,24.08.26
제주시,외도일동,한울아파트,-,202408,26,30300,24.09.30
제주시,노형동,중흥에스클래스,105,202408,25,53500,25.01.17
제주시,노형동,중흥에스클래스,101,202408,24,68000,24.10.24
제주시,조천읍,함덕해밀타운아파트,-,202408,24,31000,24.09.20
제주시,도두일동,블루파크시티,-,202408,24,16000,-
제주시,노형동,노형세기5차,-,202408,23,12500,24.09.25
제주시,연동,e편한세상연동센트럴파크1단지,101동,202408,23,86000,24.08.26
제주시,애월읍,제주하귀휴먼시아1단지,104,202408,23,43880,24.10.02
제주시,연동,제원1차,라,202408,23,30000,24.08.27
제주시,이호이동,성지휴캐슬,-,202408,23,32500,24.10.11
제주시,삼도이동,아이린5차,-,202408,22,38400,24.09.19
제주시,일도이동,일도주원라비앙,-,202408,22,8450,24.09.09
제주시,외도일동,해담은,-,202408,22,49300,24.09.30
제주시,외도일동,해담은,-,202408,22,49300,-
제주시,연동,연동엘리시아3차,-,202408,22,38000,24.09.26
제주시,건입동,광덕(광덕사라봉),-,202408,22,8500,24.08.28
제주시,외도일동,외도부영1차,104,202408,22,15682,24.09.09
제주시,외도일동,외도부영1차,104,202408,22,23660,24.09.11
제주시,외도일동,외도부영1차,107,202408,22,25500,24.10.24
제주시,삼양이동,한라하이츠빌(2차),-,202408,22,28000,24.11.29
제주시,이호이동,대일,-,202408,22,13400,24.09.23
제주시,연동,e편한세상연동센트럴파크1단지,101동,202408,22,82500,24.08.29
제주시,외도일동,외도부영1차,102,202408,21,21700,24.08.29
제주시,일도이동,인화에코비치,-,202408,21,7900,24.08.22
제주시,연동,연동한일씨티파크,-,202408,21,40500,24.11.19
제주시,연동,대원에버그린빌,-,202408,21,12000,24.08.29
제주시,외도일동,부영(2차),-,202408,21,45500,-
제주시,삼양이동,삼양대일(가동나동),가,202408,20,15000,24.09.24
